Algorithm,Month,Service,Mode,Type,Region,Age,Cost
Static IaaS,1,currency,IaaS,OD,us-east-1,0,9143.427173377086
Static IaaS,1,ad,IaaS,OD,us-east-1,0,9143.395239855436
Static IaaS,2,frontend,IaaS,OD,us-east-1,0,145.41173293020015
Static IaaS,2,checkout,IaaS,OD,us-east-1,0,136.18394042925794
Static IaaS,2,recommendation,IaaS,OD,us-east-1,0,143.20608701180993
Static IaaS,2,productcatalog,IaaS,OD,us-east-1,0,373.5626559998827
Static IaaS,2,cart,IaaS,OD,us-east-1,0,297.58180462862185
Static IaaS,2,payment,IaaS,OD,us-east-1,0,289.7446074132384
Static IaaS,2,shipping,IaaS,OD,us-east-1,0,140.453132322776
Static IaaS,2,email,IaaS,OD,us-east-1,0,136.1578084980084
Static IaaS,2,currency,IaaS,OD,us-east-1,0,146.67593828814117
Static IaaS,2,ad,IaaS,OD,us-east-1,0,145.1006921404728
Static IaaS,3,frontend,IaaS,OD,us-east-1,0,150.9618569322893
Static IaaS,3,checkout,IaaS,OD,us-east-1,0,136.69152107629893
Static IaaS,3,recommendation,IaaS,OD,us-east-1,0,148.0294308179839
Static IaaS,3,productcatalog,IaaS,OD,us-east-1,0,431.4594226546795
Static IaaS,3,cart,IaaS,OD,us-east-1,0,302.92055314514363
Static IaaS,3,payment,IaaS,OD,us-east-1,0,290.1871296228314
Static IaaS,3,shipping,IaaS,OD,us-east-1,0,143.51240106517287
Static IaaS,3,email,IaaS,OD,us-east-1,0,136.64047346136107
Static IaaS,3,currency,IaaS,OD,us-east-1,0,150.86242612682597
Static IaaS,3,ad,IaaS,OD,us-east-1,0,150.36727022776637
Static IaaS,4,frontend,IaaS,OD,us-east-1,0,155.90426423261542
Static IaaS,4,checkout,IaaS,OD,us-east-1,0,137.41868044392191
Static IaaS,4,recommendation,IaaS,OD,us-east-1,0,151.9294195081392
Static IaaS,4,productcatalog,IaaS,OD,us-east-1,0,457.2437938151022
Static IaaS,4,cart,IaaS,OD,us-east-1,0,308.0493495751395
Static IaaS,4,payment,IaaS,OD,us-east-1,0,290.934846019394
Static IaaS,4,shipping,IaaS,OD,us-east-1,0,145.93906594554426
Static IaaS,4,email,IaaS,OD,us-east-1,0,137.41529614713286
Static IaaS,4,currency,IaaS,OD,us-east-1,0,157.88931509532645
Static IaaS,4,ad,IaaS,OD,us-east-1,0,155.5459589976728
Static IaaS,5,frontend,IaaS,OD,us-east-1,0,164.04771013318842
Static IaaS,5,checkout,IaaS,OD,us-east-1,0,138.19396591097046
Static IaaS,5,recommendation,IaaS,OD,us-east-1,0,157.1484422218545
Static IaaS,5,productcatalog,IaaS,OD,us-east-1,0,541.0405816675548
Static IaaS,5,cart,IaaS,OD,us-east-1,0,315.00585597708596
Static IaaS,5,payment,IaaS,OD,us-east-1,0,292.0227671404599
Static IaaS,5,shipping,IaaS,OD,us-east-1,0,149.20362687668285
Static IaaS,5,email,IaaS,OD,us-east-1,0,138.3652774980582
Static IaaS,5,currency,IaaS,OD,us-east-1,0,166.65270043231934
Static IaaS,5,ad,IaaS,OD,us-east-1,0,164.25964709314306
Static IaaS,6,frontend,IaaS,OD,us-east-1,0,162.4711361106897
Static IaaS,6,checkout,IaaS,OD,us-east-1,0,137.90275589074233
Static IaaS,6,recommendation,IaaS,OD,us-east-1,0,159.45318404007827
Static IaaS,6,productcatalog,IaaS,OD,us-east-1,0,526.0224558883738
Static IaaS,6,cart,IaaS,OD,us-east-1,0,313.0155752491936
Static IaaS,6,payment,IaaS,OD,us-east-1,0,291.27487733947623
Static IaaS,6,shipping,IaaS,OD,us-east-1,0,149.16667285831343
Static IaaS,6,email,IaaS,OD,us-east-1,0,137.857988721756
Static IaaS,6,currency,IaaS,OD,us-east-1,0,165.95976226474693
Static IaaS,6,ad,IaaS,OD,us-east-1,0,161.81781297739022
Static IaaS,7,frontend,IaaS,OD,us-east-1,0,156.0695267182048
Static IaaS,7,checkout,IaaS,OD,us-east-1,0,137.38194456475512
Static IaaS,7,recommendation,IaaS,OD,us-east-1,0,151.08902065285287
Static IaaS,7,productcatalog,IaaS,OD,us-east-1,0,456.5985502740807
Static IaaS,7,cart,IaaS,OD,us-east-1,0,307.5706597161966
Static IaaS,7,payment,IaaS,OD,us-east-1,0,291.1636923764845
Static IaaS,7,shipping,IaaS,OD,us-east-1,0,145.3497018508825
Static IaaS,7,email,IaaS,OD,us-east-1,0,137.61147095639635
Static IaaS,7,currency,IaaS,OD,us-east-1,0,161.05227321309772
Static IaaS,7,ad,IaaS,OD,us-east-1,0,156.65208647859293
Static IaaS,8,frontend,IaaS,OD,us-east-1,0,163.75788752151865
Static IaaS,8,checkout,IaaS,OD,us-east-1,0,138.32287173633563
Static IaaS,8,recommendation,IaaS,OD,us-east-1,0,156.31202165759194
Static IaaS,8,productcatalog,IaaS,OD,us-east-1,0,515.8016465424612
Static IaaS,8,cart,IaaS,OD,us-east-1,0,312.3096319301268
Static IaaS,8,payment,IaaS,OD,us-east-1,0,291.67173792140335
Static IaaS,8,shipping,IaaS,OD,us-east-1,0,149.1260818055426
Static IaaS,8,email,IaaS,OD,us-east-1,0,138.36515776289573
Static IaaS,8,currency,IaaS,OD,us-east-1,0,168.82246942120827
Static IaaS,8,ad,IaaS,OD,us-east-1,0,165.2202860252507
Static IaaS,9,frontend,IaaS,OD,us-east-1,0,148.8923899272511
Static IaaS,9,checkout,IaaS,OD,us-east-1,0,136.6064323182065
Static IaaS,9,recommendation,IaaS,OD,us-east-1,0,146.77761981210367
Static IaaS,9,productcatalog,IaaS,OD,us-east-1,0,413.28676675252575
Static IaaS,9,cart,IaaS,OD,us-east-1,0,300.98599753281525
Static IaaS,9,payment,IaaS,OD,us-east-1,0,290.2726111492457
Static IaaS,9,shipping,IaaS,OD,us-east-1,0,142.65530583339964
Static IaaS,9,email,IaaS,OD,us-east-1,0,136.57186203379013
Static IaaS,9,currency,IaaS,OD,us-east-1,0,151.29628162813972
Static IaaS,9,ad,IaaS,OD,us-east-1,0,148.25935164532254
Static IaaS,10,frontend,IaaS,OD,us-east-1,0,154.9662112884187
Static IaaS,10,checkout,IaaS,OD,us-east-1,0,137.24514667384298
Static IaaS,10,recommendation,IaaS,OD,us-east-1,0,151.43379876000301
Static IaaS,10,productcatalog,IaaS,OD,us-east-1,0,461.26879424759085
Static IaaS,10,cart,IaaS,OD,us-east-1,0,307.25660505944205
Static IaaS,10,payment,IaaS,OD,us-east-1,0,290.55768023788903
Static IaaS,10,shipping,IaaS,OD,us-east-1,0,144.77517675366647
Static IaaS,10,email,IaaS,OD,us-east-1,0,137.2018101243039
Static IaaS,10,currency,IaaS,OD,us-east-1,0,155.70972843095464
Static IaaS,10,ad,IaaS,OD,us-east-1,0,156.80562301884854
Static IaaS,11,frontend,IaaS,OD,us-east-1,0,161.42633995240612
Static IaaS,11,checkout,IaaS,OD,us-east-1,0,137.96202895354622
Static IaaS,11,recommendation,IaaS,OD,us-east-1,0,156.59715009632822
Static IaaS,11,productcatalog,IaaS,OD,us-east-1,0,511.8592000114766
Static IaaS,11,cart,IaaS,OD,us-east-1,0,314.2894931056904
Static IaaS,11,payment,IaaS,OD,us-east-1,0,291.7939288468814
Static IaaS,11,shipping,IaaS,OD,us-east-1,0,148.23537635721914
Static IaaS,11,email,IaaS,OD,us-east-1,0,137.87052331243953
Static IaaS,11,currency,IaaS,OD,us-east-1,0,164.40952600350855
Static IaaS,11,ad,IaaS,OD,us-east-1,0,159.94056667167314
Static IaaS,12,frontend,IaaS,OD,us-east-1,0,157.45965378148384
Static IaaS,12,checkout,IaaS,OD,us-east-1,0,137.52515134810966
Static IaaS,12,recommendation,IaaS,OD,us-east-1,0,152.4503826156608
Static IaaS,12,productcatalog,IaaS,OD,us-east-1,0,473.25528150068294
Static IaaS,12,cart,IaaS,OD,us-east-1,0,309.5375579600502
Static IaaS,12,payment,IaaS,OD,us-east-1,0,291.0361684827541
Static IaaS,12,shipping,IaaS,OD,us-east-1,0,146.0905082479778
Static IaaS,12,email,IaaS,OD,us-east-1,0,137.602261218226
Static IaaS,12,currency,IaaS,OD,us-east-1,0,159.39657609020801
Static IaaS,12,ad,IaaS,OD,us-east-1,0,158.1385556945196
Static IaaS,13,frontend,IaaS,OD,us-east-1,0,160.98087012119248
Static IaaS,13,checkout,IaaS,OD,us-east-1,0,137.77608989505418
Static IaaS,13,recommendation,IaaS,OD,us-east-1,0,154.38733788202936
Static IaaS,13,productcatalog,IaaS,OD,us-east-1,0,499.999316031017
Static IaaS,13,cart,IaaS,OD,us-east-1,0,311.9715395316656
Static IaaS,13,payment,IaaS,OD,us-east-1,0,291.39251024136155
Static IaaS,13,shipping,IaaS,OD,us-east-1,0,147.85298783922445
Static IaaS,13,email,IaaS,OD,us-east-1,0,137.73908477445278
Static IaaS,13,currency,IaaS,OD,us-east-1,0,161.47927276388788
Static IaaS,13,ad,IaaS,OD,us-east-1,0,161.47813256088372
Static IaaS,14,frontend,IaaS,OD,us-east-1,0,155.64535332533703
Static IaaS,14,checkout,IaaS,OD,us-east-1,0,137.2694709683932
Static IaaS,14,recommendation,IaaS,OD,us-east-1,0,151.38068516084053
Static IaaS,14,productcatalog,IaaS,OD,us-east-1,0,464.09653404092455
Static IaaS,14,cart,IaaS,OD,us-east-1,0,307.4430062020881
Static IaaS,14,payment,IaaS,OD,us-east-1,0,290.85256285784095
Static IaaS,14,shipping,IaaS,OD,us-east-1,0,145.9325180224713
Static IaaS,14,email,IaaS,OD,us-east-1,0,137.2527854309266
Static IaaS,14,currency,IaaS,OD,us-east-1,0,158.17454303456572
Static IaaS,14,ad,IaaS,OD,us-east-1,0,157.7739024681262
Static IaaS,15,frontend,IaaS,OD,us-east-1,0,150.3236572681783
Static IaaS,15,checkout,IaaS,OD,us-east-1,0,136.5862848823682
Static IaaS,15,recommendation,IaaS,OD,us-east-1,0,147.27492688461507
Static IaaS,15,productcatalog,IaaS,OD,us-east-1,0,417.0141543303215
Static IaaS,15,cart,IaaS,OD,us-east-1,0,301.9141997275243
Static IaaS,15,payment,IaaS,OD,us-east-1,0,290.1542944586979
Static IaaS,15,shipping,IaaS,OD,us-east-1,0,142.8985876729417
Static IaaS,15,email,IaaS,OD,us-east-1,0,136.54287595315697
Static IaaS,15,currency,IaaS,OD,us-east-1,0,152.4957230772892
Static IaaS,15,ad,IaaS,OD,us-east-1,0,150.0392791650091
Static IaaS,16,frontend,IaaS,OD,us-east-1,0,158.99173244954432
Static IaaS,16,checkout,IaaS,OD,us-east-1,0,137.43916292268764
Static IaaS,16,recommendation,IaaS,OD,us-east-1,0,154.24879769159895
Static IaaS,16,productcatalog,IaaS,OD,us-east-1,0,490.65697875123567
Static IaaS,16,cart,IaaS,OD,us-east-1,0,311.1296290626674
Static IaaS,16,payment,IaaS,OD,us-east-1,0,291.2030522987544
Static IaaS,16,shipping,IaaS,OD,us-east-1,0,147.6596741771978
Static IaaS,16,email,IaaS,OD,us-east-1,0,137.64169344624648
Static IaaS,16,currency,IaaS,OD,us-east-1,0,161.67667778666316
Static IaaS,16,ad,IaaS,OD,us-east-1,0,159.26553017984293
Static IaaS,17,frontend,IaaS,OD,us-east-1,0,162.7786321534638
Static IaaS,17,checkout,IaaS,OD,us-east-1,0,138.33252232211092
Static IaaS,17,recommendation,IaaS,OD,us-east-1,0,157.36972358062843
Static IaaS,17,productcatalog,IaaS,OD,us-east-1,0,520.7558448989495
Static IaaS,17,cart,IaaS,OD,us-east-1,0,315.29303310178767
Static IaaS,17,payment,IaaS,OD,us-east-1,0,292.0912929020441
Static IaaS,17,shipping,IaaS,OD,us-east-1,0,149.74013772649357
Static IaaS,17,email,IaaS,OD,us-east-1,0,138.03484430678375
Static IaaS,17,currency,IaaS,OD,us-east-1,0,167.10255914439222
Static IaaS,17,ad,IaaS,OD,us-east-1,0,163.71736009008904
Static IaaS,18,frontend,IaaS,OD,us-east-1,0,200.54338301312976
Static IaaS,18,checkout,IaaS,OD,us-east-1,0,141.55046234375473
Static IaaS,18,recommendation,IaaS,OD,us-east-1,0,190.72056877860538
Static IaaS,18,productcatalog,IaaS,OD,us-east-1,0,848.6204624210097
Static IaaS,18,cart,IaaS,OD,us-east-1,0,345.9048064022215
Static IaaS,18,payment,IaaS,OD,us-east-1,0,295.1231753073402
Static IaaS,18,shipping,IaaS,OD,us-east-1,0,167.3886936918833
Static IaaS,18,email,IaaS,OD,us-east-1,0,141.44342831825838
Static IaaS,18,currency,IaaS,OD,us-east-1,0,211.6671135013105
Static IaaS,18,ad,IaaS,OD,us-east-1,0,203.92438011193482
Static IaaS,19,frontend,IaaS,OD,us-east-1,0,334.2084728000602
Static IaaS,19,checkout,IaaS,OD,us-east-1,0,153.41074118069042
Static IaaS,19,recommendation,IaaS,OD,us-east-1,0,285.6731600940876
Static IaaS,19,productcatalog,IaaS,OD,us-east-1,0,1924.3544254515787
Static IaaS,19,cart,IaaS,OD,us-east-1,0,454.9439829640454
Static IaaS,19,payment,IaaS,OD,us-east-1,0,307.431680163517
Static IaaS,19,shipping,IaaS,OD,us-east-1,0,229.19010729851243
Static IaaS,19,email,IaaS,OD,us-east-1,0,153.76524547540288
Static IaaS,19,currency,IaaS,OD,us-east-1,0,348.66407423540386
Static IaaS,19,ad,IaaS,OD,us-east-1,0,333.8984408528107
Static IaaS,20,frontend,IaaS,OD,us-east-1,0,416.1604556277035
Static IaaS,20,checkout,IaaS,OD,us-east-1,0,165.20867146331165
Static IaaS,20,recommendation,IaaS,OD,us-east-1,0,338.5303371583047
Static IaaS,20,productcatalog,IaaS,OD,us-east-1,0,2602.5102175561137
Static IaaS,20,cart,IaaS,OD,us-east-1,0,548.9566692471011
Static IaaS,20,payment,IaaS,OD,us-east-1,0,320.22596834624994
Static IaaS,20,shipping,IaaS,OD,us-east-1,0,277.3678952658719
Static IaaS,20,email,IaaS,OD,us-east-1,0,165.69121597644465
Static IaaS,20,currency,IaaS,OD,us-east-1,0,471.8154363896797
Static IaaS,20,ad,IaaS,OD,us-east-1,0,443.4109229877931
Static IaaS,21,frontend,IaaS,OD,us-east-1,0,475.81685457337494
Static IaaS,21,checkout,IaaS,OD,us-east-1,0,172.34155491404994
Static IaaS,21,recommendation,IaaS,OD,us-east-1,0,402.5185709619792
Static IaaS,21,productcatalog,IaaS,OD,us-east-1,0,3215.2260065943724
Static IaaS,21,cart,IaaS,OD,us-east-1,0,613.2868786205092
Static IaaS,21,payment,IaaS,OD,us-east-1,0,325.3647569018187
Static IaaS,21,shipping,IaaS,OD,us-east-1,0,304.2767810160218
Static IaaS,21,email,IaaS,OD,us-east-1,0,172.4184184017539
Static IaaS,21,currency,IaaS,OD,us-east-1,0,496.6202389258581
Static IaaS,21,ad,IaaS,OD,us-east-1,0,458.69857894089364
Static IaaS,22,frontend,IaaS,OD,us-east-1,0,855.5296294412228
Static IaaS,22,checkout,IaaS,OD,us-east-1,0,202.52084413503727
Static IaaS,22,recommendation,IaaS,OD,us-east-1,0,663.4640314865092
Static IaaS,22,productcatalog,IaaS,OD,us-east-1,0,6211.121299776735
Static IaaS,22,cart,IaaS,OD,us-east-1,0,916.2752728069013
Static IaaS,22,payment,IaaS,OD,us-east-1,0,359.01276944264225
Static IaaS,22,shipping,IaaS,OD,us-east-1,0,480.34174192618923
Static IaaS,22,email,IaaS,OD,us-east-1,0,205.07228902523372
Static IaaS,22,currency,IaaS,OD,us-east-1,0,915.716302647527
Static IaaS,22,ad,IaaS,OD,us-east-1,0,828.8136418975829
Static IaaS,23,frontend,IaaS,OD,us-east-1,0,526.2302644790714
Static IaaS,23,checkout,IaaS,OD,us-east-1,0,174.3848977034294
Static IaaS,23,recommendation,IaaS,OD,us-east-1,0,405.21987339482484
Static IaaS,23,productcatalog,IaaS,OD,us-east-1,0,3450.8933185476294
Static IaaS,23,cart,IaaS,OD,us-east-1,0,644.1649847455453
Static IaaS,23,payment,IaaS,OD,us-east-1,0,330.05943423300346
Static IaaS,23,shipping,IaaS,OD,us-east-1,0,327.9085845429389
Static IaaS,23,email,IaaS,OD,us-east-1,0,174.8822257324801
Static IaaS,23,currency,IaaS,OD,us-east-1,0,561.6899744939918
Static IaaS,23,ad,IaaS,OD,us-east-1,0,529.8886636288005
Static IaaS,24,frontend,IaaS,OD,us-east-1,0,399.38474719709745
Static IaaS,24,checkout,IaaS,OD,us-east-1,0,161.3438166504909
Static IaaS,24,recommendation,IaaS,OD,us-east-1,0,362.6398089649068
Static IaaS,24,productcatalog,IaaS,OD,us-east-1,0,2582.4313504040365
Static IaaS,24,cart,IaaS,OD,us-east-1,0,528.3043068839748
Static IaaS,24,payment,IaaS,OD,us-east-1,0,314.1519893432483
Static IaaS,24,shipping,IaaS,OD,us-east-1,0,279.51812077249025
Static IaaS,24,email,IaaS,OD,us-east-1,0,161.08269086408953
Static IaaS,24,currency,IaaS,OD,us-east-1,0,420.40090679171
Static IaaS,24,ad,IaaS,OD,us-east-1,0,389.7050812558184
Static IaaS,25,frontend,IaaS,OD,us-east-1,0,404.0626209391379
Static IaaS,25,checkout,IaaS,OD,us-east-1,0,161.68780728916383
Static IaaS,25,recommendation,IaaS,OD,us-east-1,0,352.2079682189104
Static IaaS,25,productcatalog,IaaS,OD,us-east-1,0,2604.1566906349253
Static IaaS,25,cart,IaaS,OD,us-east-1,0,540.9585222889306
Static IaaS,25,payment,IaaS,OD,us-east-1,0,313.74316475943095
Static IaaS,25,shipping,IaaS,OD,us-east-1,0,276.3052557163345
Static IaaS,25,email,IaaS,OD,us-east-1,0,160.31164697809706
Static IaaS,25,currency,IaaS,OD,us-east-1,0,409.0862488027009
Static IaaS,25,ad,IaaS,OD,us-east-1,0,385.4730894607841
Static IaaS,26,frontend,IaaS,OD,us-east-1,0,472.8086592314295
Static IaaS,26,checkout,IaaS,OD,us-east-1,0,167.55569700455243
Static IaaS,26,recommendation,IaaS,OD,us-east-1,0,396.8263813881291
Static IaaS,26,productcatalog,IaaS,OD,us-east-1,0,2987.9497967860575
Static IaaS,26,cart,IaaS,OD,us-east-1,0,598.2097198069804
Static IaaS,26,payment,IaaS,OD,us-east-1,0,321.69626710158633
Static IaaS,26,shipping,IaaS,OD,us-east-1,0,307.33804728190273
Static IaaS,26,email,IaaS,OD,us-east-1,0,168.10387752722932
Static IaaS,26,currency,IaaS,OD,us-east-1,0,522.227695041207
Static IaaS,26,ad,IaaS,OD,us-east-1,0,497.8324908229514
Static IaaS,27,frontend,IaaS,OD,us-east-1,0,522.8611927939551
Static IaaS,27,checkout,IaaS,OD,us-east-1,0,172.37134829413552
Static IaaS,27,recommendation,IaaS,OD,us-east-1,0,439.26843520240493
Static IaaS,27,productcatalog,IaaS,OD,us-east-1,0,3590.4687498193684
Static IaaS,27,cart,IaaS,OD,us-east-1,0,627.0508148551908
Static IaaS,27,payment,IaaS,OD,us-east-1,0,324.2969081867306
Static IaaS,27,shipping,IaaS,OD,us-east-1,0,314.24245147796927
Static IaaS,27,email,IaaS,OD,us-east-1,0,170.33723296062132
Static IaaS,27,currency,IaaS,OD,us-east-1,0,594.9570930675532
Static IaaS,27,ad,IaaS,OD,us-east-1,0,541.4963282622165
Static IaaS,28,frontend,IaaS,OD,us-east-1,0,583.4788940663074
Static IaaS,28,checkout,IaaS,OD,us-east-1,0,178.93701652924995
Static IaaS,28,recommendation,IaaS,OD,us-east-1,0,525.0880166570947
Static IaaS,28,productcatalog,IaaS,OD,us-east-1,0,4531.505935255899
Static IaaS,28,cart,IaaS,OD,us-east-1,0,706.9897095502272
Static IaaS,28,payment,IaaS,OD,us-east-1,0,333.4750407580716
Static IaaS,28,shipping,IaaS,OD,us-east-1,0,356.79066846399786
Static IaaS,28,email,IaaS,OD,us-east-1,0,174.50268778029263
Static IaaS,28,currency,IaaS,OD,us-east-1,0,637.7215503926258
Static IaaS,28,ad,IaaS,OD,us-east-1,0,535.4878072670223
Static IaaS,29,frontend,IaaS,OD,us-east-1,0,800.3244766787607
Static IaaS,29,checkout,IaaS,OD,us-east-1,0,203.5669830703461
Static IaaS,29,recommendation,IaaS,OD,us-east-1,0,697.36647436891
Static IaaS,29,productcatalog,IaaS,OD,us-east-1,0,5913.8816606367955
Static IaaS,29,cart,IaaS,OD,us-east-1,0,886.0431353202437
Static IaaS,29,payment,IaaS,OD,us-east-1,0,356.2006182341747
Static IaaS,29,shipping,IaaS,OD,us-east-1,0,467.8606342400343
Static IaaS,29,email,IaaS,OD,us-east-1,0,206.87368367783955
Static IaaS,29,currency,IaaS,OD,us-east-1,0,874.2665729641501
Static IaaS,29,ad,IaaS,OD,us-east-1,0,833.332828288998
Static IaaS,30,frontend,IaaS,OD,us-east-1,0,870.7693653864729
Static IaaS,30,checkout,IaaS,OD,us-east-1,0,208.0724828637729
Static IaaS,30,recommendation,IaaS,OD,us-east-1,0,750.0741044084768
Static IaaS,30,productcatalog,IaaS,OD,us-east-1,0,6610.312789671072
Static IaaS,30,cart,IaaS,OD,us-east-1,0,952.9991783313944
Static IaaS,30,payment,IaaS,OD,us-east-1,0,365.36014695044094
Static IaaS,30,shipping,IaaS,OD,us-east-1,0,507.6151174997842
Static IaaS,30,email,IaaS,OD,us-east-1,0,207.10530618564667
Static IaaS,30,currency,IaaS,OD,us-east-1,0,925.1830787731836
Static IaaS,30,ad,IaaS,OD,us-east-1,0,914.6170768173341
Static IaaS,31,frontend,IaaS,OD,us-east-1,0,1155.2859707782304
Static IaaS,31,checkout,IaaS,OD,us-east-1,0,238.40608253571503
Static IaaS,31,recommendation,IaaS,OD,us-east-1,0,964.7725935046302
Static IaaS,31,productcatalog,IaaS,OD,us-east-1,0,8639.704975505672
Static IaaS,31,cart,IaaS,OD,us-east-1,0,1240.785579671936
Static IaaS,31,payment,IaaS,OD,us-east-1,0,396.7288216650568
Static IaaS,31,shipping,IaaS,OD,us-east-1,0,665.3062864582777
Static IaaS,31,email,IaaS,OD,us-east-1,0,235.88033025372627
Static IaaS,31,currency,IaaS,OD,us-east-1,0,1278.3838053228317
Static IaaS,31,ad,IaaS,OD,us-east-1,0,1101.8966568346164
Static IaaS,32,frontend,IaaS,OD,us-east-1,0,1385.309994639497
Static IaaS,32,checkout,IaaS,OD,us-east-1,0,261.1985952731554
Static IaaS,32,recommendation,IaaS,OD,us-east-1,0,1082.1352392386918
Static IaaS,32,productcatalog,IaaS,OD,us-east-1,0,10930.12101001588
Static IaaS,32,cart,IaaS,OD,us-east-1,0,1316.787723356109
Static IaaS,32,payment,IaaS,OD,us-east-1,0,428.1366844128696
Static IaaS,32,shipping,IaaS,OD,us-east-1,0,764.8698190528861
Static IaaS,32,email,IaaS,OD,us-east-1,0,259.95811301840524
Static IaaS,32,currency,IaaS,OD,us-east-1,0,1570.4436039003406
Static IaaS,32,ad,IaaS,OD,us-east-1,0,1497.5147270681418
Static IaaS,33,frontend,IaaS,OD,us-east-1,0,1235.8283580381876
Static IaaS,33,checkout,IaaS,OD,us-east-1,0,244.20207378022081
Static IaaS,33,recommendation,IaaS,OD,us-east-1,0,1010.1864700822302
Static IaaS,33,productcatalog,IaaS,OD,us-east-1,0,9498.899456034136
Static IaaS,33,cart,IaaS,OD,us-east-1,0,1313.17875028336
Static IaaS,33,payment,IaaS,OD,us-east-1,0,404.67802769954193
Static IaaS,33,shipping,IaaS,OD,us-east-1,0,692.6577687401445
Static IaaS,33,email,IaaS,OD,us-east-1,0,243.44650130517377
Static IaaS,33,currency,IaaS,OD,us-east-1,0,1331.9151875499767
Static IaaS,33,ad,IaaS,OD,us-east-1,0,1155.070301470779
Static IaaS,34,frontend,IaaS,OD,us-east-1,0,1009.5687903889238
Static IaaS,34,checkout,IaaS,OD,us-east-1,0,219.80217319948844
Static IaaS,34,recommendation,IaaS,OD,us-east-1,0,801.6276033413911
Static IaaS,34,productcatalog,IaaS,OD,us-east-1,0,7882.578701830941
Static IaaS,34,cart,IaaS,OD,us-east-1,0,1033.8055229326212
Static IaaS,34,payment,IaaS,OD,us-east-1,0,375.66510945836666
Static IaaS,34,shipping,IaaS,OD,us-east-1,0,579.3129605535051
Static IaaS,34,email,IaaS,OD,us-east-1,0,218.44322560998484
Static IaaS,34,currency,IaaS,OD,us-east-1,0,1063.4471260069772
Static IaaS,34,ad,IaaS,OD,us-east-1,0,987.9681570343583
Static IaaS,35,frontend,IaaS,OD,us-east-1,0,779.1598696642515
Static IaaS,35,checkout,IaaS,OD,us-east-1,0,196.85065421728711
Static IaaS,35,recommendation,IaaS,OD,us-east-1,0,702.6478348115427
Static IaaS,35,productcatalog,IaaS,OD,us-east-1,0,6062.371833851537
Static IaaS,35,cart,IaaS,OD,us-east-1,0,854.2409562236369
Static IaaS,35,payment,IaaS,OD,us-east-1,0,348.5550662441599
Static IaaS,35,shipping,IaaS,OD,us-east-1,0,455.383421469533
Static IaaS,35,email,IaaS,OD,us-east-1,0,196.27959848075164
Static IaaS,35,currency,IaaS,OD,us-east-1,0,759.0048078858138
Static IaaS,35,ad,IaaS,OD,us-east-1,0,773.9267236145084
Static IaaS,36,frontend,IaaS,OD,us-east-1,0,974.8792008105136
Static IaaS,36,checkout,IaaS,OD,us-east-1,0,217.61607302534347
Static IaaS,36,recommendation,IaaS,OD,us-east-1,0,771.8034990963464
Static IaaS,36,productcatalog,IaaS,OD,us-east-1,0,7255.30610845558
Static IaaS,36,cart,IaaS,OD,us-east-1,0,1088.69777267963
Static IaaS,36,payment,IaaS,OD,us-east-1,0,367.00680091104664
Static IaaS,36,shipping,IaaS,OD,us-east-1,0,563.8828022159486
Static IaaS,36,email,IaaS,OD,us-east-1,0,218.6174666519433
Static IaaS,36,currency,IaaS,OD,us-east-1,0,1057.7625837176106
Static IaaS,36,ad,IaaS,OD,us-east-1,0,995.2749382032929
Proposed,1,frontend,SaaS,Standard,us-east-1,0,4603.346559651682
Proposed,1,checkout,SaaS,Standard,us-east-1,0,6010.982093034651
Proposed,1,recommendation,SaaS,Standard,us-east-1,0,7581.092911347589
Proposed,1,productcatalog,SaaS,Standard,us-east-1,0,3818.7551547668295
Proposed,1,cart,SaaS,Standard,us-east-1,0,3096.7021997030724
Proposed,1,payment,SaaS,Standard,us-east-1,0,7510.506147806967
Proposed,1,shipping,SaaS,Standard,us-east-1,0,3049.8136611851087
Proposed,1,email,SaaS,Standard,us-east-1,0,1511.316929276817
Proposed,1,currency,SaaS,Standard,us-east-1,0,1614.9284272791976
Proposed,1,ad,SaaS,Standard,us-east-1,0,1614.4813579761083
Proposed,2,frontend,SaaS,Standard,us-east-1,0,142.71226102281784
Proposed,2,checkout,SaaS,Standard,us-east-1,0,13.523166009612707
Proposed,2,recommendation,SaaS,Standard,us-east-1,0,111.83321816535138
Proposed,2,productcatalog,SaaS,Standard,us-east-1,0,1186.5371839984887
Proposed,2,cart,SaaS,Standard,us-east-1,0,122.80526480071967
Proposed,2,payment,SaaS,Standard,us-east-1,0,13.084503785338702
Proposed,2,shipping,SaaS,Standard,us-east-1,0,73.29185251887253
Proposed,2,email,SaaS,Standard,us-east-1,0,13.157318972119256
Proposed,2,currency,SaaS,Standard,us-east-1,0,160.41113603399444
Proposed,2,ad,SaaS,Standard,us-east-1,0,138.35768996663475
Proposed,3,frontend,SaaS,Standard,us-east-1,0,220.41399705207482
Proposed,3,checkout,SaaS,Standard,us-east-1,0,20.629295068187275
Proposed,3,recommendation,SaaS,Standard,us-east-1,0,179.3600314517945
Proposed,3,productcatalog,SaaS,Standard,us-east-1,0,1997.0919171657342
Proposed,3,cart,SaaS,Standard,us-east-1,0,197.54774403203268
Proposed,3,payment,SaaS,Standard,us-east-1,0,19.279814719641692
Proposed,3,shipping,SaaS,Standard,us-east-1,0,116.1216149124333
Proposed,3,email,SaaS,Standard,us-east-1,0,19.91462845905735
Proposed,3,currency,SaaS,Standard,us-east-1,0,219.0219657755878
